#continuous	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
conditions	EXP0	EXP1	EXP2	EXP3	EXP4	EXP5	EXP6	EXP7	EXP8	EXP9	EXP10	EXP11	EXP12	EXP13	EXP14	EXP15	EXP16	EXP17	EXP18	EXP19	EXP20	EXP21	EXP22	EXP23	EXP24	EXP25	EXP26	EXP27	EXP28	EXP29	EXP30	EXP31	EXP32	EXP33	EXP34	EXP35	EXP36	EXP37	EXP38	EXP39	EXP40	EXP41	EXP42	EXP43	EXP44	EXP45	EXP46	EXP47	EXP48	EXP49	EXP50	EXP51	EXP52	EXP53	EXP54	EXP55	EXP56	EXP57	EXP58	EXP59	EXP60	EXP61	EXP62	EXP63	EXP64	EXP65	EXP66	EXP67	EXP68	EXP69	EXP70	EXP71	EXP72	EXP73	EXP74	EXP75	EXP76	EXP77	EXP78	EXP79	EXP80	EXP81	EXP82	EXP83	EXP84	EXP85	EXP86	EXP87	EXP88	EXP89	EXP90	EXP91	EXP92	EXP93	EXP94	EXP95	EXP96	EXP97	EXP98	EXP99
G66	0.834326997	0.835543404	0.514713094	0.803202876	0.41432387	0.484352513	0.441433609	0.380869342	0.41683779	0.023155086	0	0.057729496	0.842388339	0	0.535369924	0.4298536	0.044235546	0.831841482	0.442261203	0.840240154	0.421177654	0.444541568	0.486742827	0.456794272	0.794703253	0.517830789	0.873759664	0.092825073	0.89005256	0.099157831	0.849438201	0.061233095	0.579490263	0.373069455	0.606047676	0.32994271	0.292295062	0.864442339	0.724704352	0.896569954	0.709670465	0.066478784	0.126069075	0.375797822	0.852690161	0.932773137	0.472341325	0.052117647	0.011213483	0.072892229	0.515789653	0.698446353	0.449024784	0.073428939	0.376402989	0.438447137	0.441688737	0.243784361	0.630871075	0.843073549	0.34146709	0.692533267	0.424617565	0.264373403	0.006092049	0	0.493302234	0.437535175	0.320738452	0	0.887727327	0.026640583	0.615202717	0.14928302	0	0.489486282	0.020829393	0.612836258	0.910088132	0.858438494	0.284726692	0.304718819	0.649774788	0	0.796642004	0.321785988	0.801923815	0.806919228	0.421909792	0.820566801	0.029178058	0.109374236	0.356963436	0.388040174	0.716368641	0.484863161	0.806541144	0.290682886	0.03631844	0.022155614
G67	0.816442289	0.90907096	0.437722319	0.83863441	0.462932885	0.494893612	0.392756036	0.329611965	0.471777082	0.014619572	0	0.04096464	0.867114096	0.082183246	0.62444304	0.461684552	0.101842342	0.883009581	0.378839161	0.860181171	0.533812778	0.389914196	0.512320089	0.389472364	0.748737195	0.437709045	0.768407322	0.181463669	0.822625331	0.106704891	0.714774518	0.035075817	0.556287113	0.273974547	0.68355417	0.34139583	0.290087345	0.860305201	0.813444664	0.864318839	0.629191545	0.01614636	0.03349344	0.377913132	0.853674477	0.896913889	0.396319056	0.108243773	0.062904444	0.026657655	0.551038992	0.6808043	0.467816626	0.155083476	0.4688095	0.419827082	0.598129454	0.208876603	0.750065155	0.884605166	0.305087597	0.673892407	0.396195885	0.216082307	0.40007848	0.868346409	0.028003997	0.422037459	0.405102553	0.485171862	0.845990056	0.047340331	0.618031951	0.223004776	0	0.483499095	0.014504004	0.608828067	0.848003075	0.83081155	0.384496331	0.264370671	0.549457595	0.02241168	0.795255527	0.369539496	0.882161324	0.845237501	0.440040014	0.093457514	0.045256158	0.10519128	0.253636865	0.22398799	0.637527966	0.409697504	0.783764325	0.246623716	0.037171196	0.055588017
G68	0.908290684	0.819934283	0.520635878	0.873706093	0.446704234	0.434093893	0.414256306	0.332095772	0.369158714	0.087491834	0	0.009320384	0.897969234	0.031436921	0.634897405	0.453214236	0.063942822	0.914318	0.430233835	0.841608276	0.46051256	0.45459861	0.424332868	0.423409309	0.784446999	0.480675721	0.855694382	0.163523939	0.846304607	0.155668549	0.781558727	0.006531342	0.525390748	0.189885761	0.734454029	0.433648629	0.28541167	0.889732165	0.791642918	0.864355752	0.656050751	0.118916754	0.066173727	0.424169483	0.847543724	0.852995314	0.463676716	0.071836787	0.033071501	0.061346025	0.512043651	0.651066188	0.526044804	0.084687612	0.406366477	0.453838686	0.452620786	0.268468106	0.704769058	0.805396715	0.317574941	0.641153204	0.490542559	0.207783267	0.432453138	0.823100894	0.508213035	0.001604707	0.409056883	0.349182958	0.849971949	0.10526352	0.597337533	0.171474254	0	0.427907426	0.057827459	0.609192067	0.840625247	0.888079156	0.195959787	0.230907143	0.642005414	0.02202369	0.896859319	0.334088276	0.804143473	0.755229327	0.440492567	0.09689777	0.070495175	0.137620487	0.285057838	0.25804691	0.614508144	0.49070803	0.732577104	0.273548045	0	0.040329023
G69	0.856792123	0.812800427	0.557349932	0.916627209	0.377447934	0.430769169	0.393330304	0.362418847	0.436080913	0	0	0.025892847	0.876264324	0	0.554979761	0.504037315	0.088722166	0.793717328	0.391604659	0.769316073	0.515029824	0.476190749	0.429100277	0.470781139	0.790567588	0.447819478	0.86697385	0.139078077	0.793501036	0.137854026	0.790161617	0.026485016	0.545287993	0.250847749	0.607454316	0.358361828	0.284206071	0.809558494	0.832036445	0.801528527	0.679443159	0.04250362	0.123669146	0.488090383	0.836011072	0.882997319	0.423069836	0.032076445	0	0.062915539	0.481134656	0.559355662	0.303767968	0.076371824	0	0.393522769	0.388364543	0.271610016	0.670161581	0.882160607	0.432905064	0.561113815	0.438971295	0.106282067	0.443909133	0.915844016	0.557766744	0.401614785	0.034976306	0.398674781	0.822244733	0.253702643	0.64738499	0.109795206	0.05075089	0.202182442	0.467670285	0.799367221	0.780426828	0.85927816	0.433792368	0.864169875	0.378565624	0.02171513	0.851003185	0.342775506	0.821601694	0.809371441	0.433640568	0.112713463	0.088148545	0.079226348	0.31588805	0.783143271	0.574292797	0.387440726	0.779396647	0.731461154	0	0
G70	0.81619801	0.856293374	0.563146462	0.891359208	0.454339789	0.541807279	0.405593224	0.446520003	0.477948757	0.011652805	0	0.054874617	0.895857468	0.018697823	0.56629302	0.507832511	0.1371823	0.775175198	0.486605345	0.810267885	0.49792504	0.496060468	0.451026925	0.423774252	0.777187701	0.444376058	0.795015198	0.118619369	0.899411931	0.135590528	0.785235011	0	0.636940267	0.215894157	0.738817941	0.371120399	0.305473375	0.836976134	0.814629473	0.745056663	0.611262152	0.018209546	0.054614389	0.440400425	0.873491802	0.840375077	0.483009699	0.038893742	0.043434278	0.081719888	0.49280676	0.663923132	0.537620903	0.13693723	0.478275439	0.428334292	0.449232216	0.206055758	0.737852628	0.873075339	0.368880537	0.677447728	0.443188083	0.167848483	0.410738301	0.904812245	0.498191855	0.320396024	0.431523926	0	0.838640222	0.079903611	0.65908574	0.164920535	0	0.472928668	0.063596945	0.680908659	0.897278349	0.898529908	0.235565261	0.273343983	0.61357855	0.067891709	0.823425156	0.470268263	0.782751368	0.913915708	0.412987743	0.019912913	0	0.0975209	0.226801617	0.339946781	0.61441145	0.413774716	0.787886429	0.280611868	0	0
G71	0.840090217	0.892441243	0.504986637	0.821976691	0.469625694	0.521063241	0.39377007	0.322121497	0.434276799	0.069781508	0	0.090235977	0.853317673	0	0.571929998	0.517779791	0.14313534	0.775168446	0.486563905	0.869778585	0.435904458	0.370744414	0.387928113	0.394349126	0.756387652	0.49933352	0.887736835	0.184280939	0.850411616	0.104274379	0.745569144	0.037359106	0.597584727	0.289930987	0.755977107	0.390436187	0.265129167	0.771061941	0.762638345	0.860757618	0.686426835	0.038406872	0.05932322	0.376341666	0.85566694	0.905138943	0.521520042	8.72E-04	0.026068577	0.11619137	0.487004613	0.57125225	0.270721735	0.097137749	0.084791965	0.426736649	0.323576686	0.166214845	0.714711474	0.821765993	0.43745265	0.604816794	0.37829956	0.22396882	0.415479354	0.864581904	0.501368209	0.435734793	0.41219438	0.426212055	0	0.359940573	0.649188556	0.843320773	0	0.410165454	0.107072915	0.77350797	0.815811896	0.845893891	0.355675081	0.258113305	0.772507493	0.042853705	0.729785262	0.347736827	0.852458495	0.833470567	0.472860379	0	0.044991426	0.099118026	0.388948339	0.317738327	0.569259683	0.460436693	0.850728037	0.279593767	0	0.052298938
G72	0.885200946	0.832493788	0.525523298	0.80354735	0.435323255	0.552927353	0.424255916	0.361633361	0.518349729	0	0	0	0.856995645	0.071266866	0.565607151	0.486600136	0.01186716	0.826812284	0.434452072	0.875312611	0.522698011	0.455463462	0.475619294	0.41378026	0.730563376	0.438107088	0.831138102	0.155168082	0.84500297	0.120716708	0.82559341	0.014196412	0.551597693	0.290971913	0.687848758	0.343941344	0.239514524	0.825013184	0.761981959	0.858094443	0.622543309	0.100728947	0.131856136	0.404972701	0.857791282	0.77715602	0.41841951	0.006208154	0	0.111953275	0.540442628	0.678778706	0.478262177	0.084370571	0.448314086	0.456674045	0.347918407	0.238825743	0.67732763	0.894070356	0.267946441	0.642401581	0.413243031	0.195309082	0.408951469	0.836251548	0.53220004	0.482291792	0.3613484	0.420485023	0.793389593	0.042888827	0.544817076	0.172850602	0.029457024	0.49245588	0	0.641602051	0.849595313	0.900119764	0.180713273	0.291286833	0.614636647	0.060495457	0.929630285	0.313118448	0.818569577	0.816514105	0.450712534	0.031606548	0.099932498	0.053820467	0.308961804	0.227337338	0.778031666	0.566669996	0.873803562	0.209217379	0	0
G73	0.872519425	0.847105496	0.515761833	0.833886233	0.461590825	0.534292789	0.382573538	0.416973499	0.416407652	0	0.023459486	0.192991282	0.781227777	0.018299399	0.557919051	0.44556223	0.140548303	0.871489669	0.469344753	0.839464392	0.446736883	0.486836927	0.438384198	0.349484203	0.774326218	0.414050296	0.801050347	0.255733399	0.778058007	0.077336979	0.860944678	0	0.541860372	0.258018214	0.632188	0.435860834	0.352713607	0.863279082	0.764670937	0.879694888	0.619792666	0.07856717	0.056567718	0.398783155	0.846735939	0.796072196	0.39620869	0.022372343	0.040456242	0.165972358	0.557169314	0.685605854	0.428456996	0.074193062	0.48961712	0.479578815	0.376506379	0.276386632	0.681819691	0.901224154	0.304151611	0.673281785	0.451212498	0.100478969	0.346179118	0.835645336	0.58794499	0.403583601	0.438877094	0.49422247	0.857167213	0.059273966	0.014467216	0.135492301	0.069386482	0.413434674	2.46E-04	0.641345512	0.741099146	0.819284921	0.263483155	0.256277984	0.641754897	0.062648039	0.924885407	0.339811012	0.838514684	0.882167284	0.321313854	0.026782356	0.127985043	0.109292567	0.379183992	0.276496218	0.621929719	0.439102795	0.840457754	0.205754771	0.010711032	0.015289574
G74	0.828429066	0.841243819	0.497858489	0.789090452	0.364560394	0.440594861	0.477069034	0.383683923	0.403304965	0.046051825	0	0.078574246	0.839023021	0.030622048	0.536192164	0.456630688	0.063093159	0.886639063	0.443550969	0.892242502	0.429866307	0.435393616	0.465270698	0.363421752	0.803545149	0.524913859	0.784251075	0.188093017	0.930268901	0.025104915	0.715899316	0	0.562985322	0.293960505	0.675486418	0.399855633	0.296469428	0.851904383	0.797239249	0.910546347	0.70241959	0.103037699	0.128759935	0.39844405	0.877709833	0.789163743	0.471032907	0.055079072	0.03214154	0.107534556	0.536908986	0.651822539	0.51358167	0.146958346	0.492130191	0.434397842	0.387707303	0.471841546	0.631674131	0.882740616	0.367381533	0.644871778	0.419326339	0.174919217	0.32796297	0.823092521	0.567689861	0.388345738	0.397088997	0.387080831	0.845818477	0.038341852	0.670947711	0	0.078440584	0.391739553	0	0.645883033	0.816950324	0.827082758	0.332697421	0.299170736	0.646023456	0.034548548	0.84420907	0.331424812	0.881153786	0.857759662	0.461684558	0.062577252	0.030929351	0.158570152	0.414993813	0.277317506	0.619835111	0.499987637	0.856223777	0.260588079	0.09277795	0.087096647
G75	0.830348676	0.85062093	0.59002572	0.775690115	0.477409392	0.510489779	0.404429652	0.439058837	0.445388807	0	0	0.127410472	0.863237919	0.023415538	0.511758001	0.516093653	0.088071128	0.804392915	0.378962051	0.863685799	0.479351386	0.386725746	0.474639556	0.368068942	0.771155927	0.539833862	0.914860636	0.11896957	0.904325839	0.062466127	0.820633935	0.029293872	0.551536968	0.272994191	0.642373107	0.370150641	0.285473557	0.780318066	0.85040973	0.86232956	0.587236524	0.031928032	0.043902295	0.347285248	0.822344953	0.839867804	0.410830886	0.001154303	6.83E-04	0.044583714	0.488569393	0.665725389	0.466007073	0.184599745	0.429718951	0.436474265	0.394838161	0.268423873	0.694442617	0.775375763	0.259556423	0.681452517	0.351062365	0.205223216	0.437588682	0.871599143	0.516761806	0.417686496	0.394304872	0.420064696	0.863836925	0.15272401	0.636751926	0.057826321	0	0.462874878	0.01659802	0.62043597	0.936247503	0.776270368	0.235337917	0.213182315	0.611380693	0.064319024	0.841993539	0.459640049	0.842279454	0.854609983	0.421134958	0.001577101	0.083825352	0.111264183	0.32913059	0.23395074	0.589201112	0.489242018	0.835938987	0.253549686	0	0.013419079
G76	0.85983423	0.799676422	0.51835952	0.813721826	0.444562312	0.519280385	0.448501308	0.405409544	0.424831407	0.048529613	0	0.117378784	0.841843153	0.047292195	0.589788937	0.500408468	0.153197038	0.90833967	0.419826209	0.875591278	0.509163699	0.39496889	0.451635118	0.34230906	0.730506314	0.438981547	0.852175235	0.300261252	0.87780122	0.005271784	0.782393537	0	0.515438091	0.231953656	0.618064921	0.37049891	0.302204009	0.821091601	0.761754166	0.876290709	0.651535835	0.029950029	0.107672418	0.44315005	0.852408792	0.861190249	0.508952914	0	0.023635736	0.173672522	0.394279482	0.698861066	0.549819961	0.0339264	0.406042124	0.44602034	0.475250424	0.322538416	0.727888539	0.835809531	0.358349073	0.681401166	0.416344849	0.212419573	0.428416698	0.845219528	0.480791668	0.487377921	0.425299575	0.416756326	0.835249477	0.113631956	0.753541505	0.105740936	0.114363443	0.011480672	0.004407208	0.581212387	0.834020581	0.858226573	0.22886355	0.268881843	0.58061437	0.017119044	0.902474749	0.326238287	0.882193259	0.785444981	0.410260738	0.063841288	0.128551964	0.090365594	0.315237861	0.18978518	0.603995152	0.442911594	0.843496068	0.282643492	0	0.001296619
G77	0.899249422	0.773868762	0.487435308	0.819195243	0.486013844	0.486151369	0.421459877	0.35351405	0.403753202	0.052279854	0.013866163	0.085411395	0.837500837	0.038382291	0.66482896	0.511150097	0.129429589	0.806944809	0.454400345	0.859491424	0.531165628	0.387230471	0.437546461	0.446519259	0.725755517	0.44498823	0.820202536	0.157914128	0.794449265	0.179894853	0.782636551	0.152403509	0.51220489	0.266208638	0.708110303	0.361276359	0.249187512	0.88602313	0.795178924	0.840193301	0.661054261	0.021657282	0.148646352	0.366969529	0.847542356	0.817735594	0.393848435	0.005893046	0.070957647	0.051396739	0.486519852	0.751749777	0.475291017	0.189779643	0.503287173	0.463732296	0.449256494	0.333611812	0.644415501	0.878555075	0.359756255	0.67425533	0.504133864	0.189298945	0.42457676	0.832907771	0.478959213	0.441487826	0.362427467	0.433453298	0.845227662	0.036842756	0.568377055	0.103141542	0.051632971	0.624847541	0	0.659941628	0.85942228	0.904517084	0.293271752	0	0.671338963	0	0.83305714	0.378033418	0.877452426	0.85389305	0.43106586	0.09442551	0.09139859	0.090361719	0.292046373	0.273962276	0.648825469	0.417409935	0.855052235	0.248212094	0	0.013402168
G78	0.795796692	0.839161902	0.484964647	0.778626395	0.416113733	0.494677054	0.438700195	0.418791274	0.439258024	0.04096109	0.016517201	0.16150701	0.843780067	0.003939772	0.549169492	0.475803961	0.065090999	0.831150242	0.370197996	0.851657743	0.491993306	0.393898364	0.446033474	0.411109918	0.68493768	0.435643597	0.85102457	0.143386305	0.741189571	0.110141034	0.761034405	0.127967512	0.627601716	0.243929516	0.563069634	0.406034773	0.395896266	0.881709586	0.871259682	0.878635222	0.60724018	0.099355474	0.096330861	0.412101585	0.864258629	0.939007552	0.44849845	0.038146953	0.107525812	0.029955249	0.569192417	0.716262235	0.499812343	0.126695059	0.495339696	0.455072222	0.359678722	0.294740678	0.763730906	0.868706244	0.317088183	0.674068552	0.479445524	0.179702374	0.367221673	0.829029092	0.501957985	0.454109774	0.407230689	0.338446067	0.862267859	0.107775786	0.654218767	0.131620063	0.075028348	0.455816815	0.058635356	0	0.863032436	0.860689475	0.265313842	0.245037405	0.687042953	0.041199905	0.80000192	0.06907753	0.881502023	0.851644031	0.508655713	0.05831692	0.124753181	0.085859633	0.332371348	0.336423051	0.827569259	0.243016727	0.871962862	0.264201083	0.34252004	0
G79	0.897844464	0.887802573	0.446659506	0.838697568	0.402459593	0.461759737	0.472118139	0.405009198	0.34134727	0.065491838	0.040591454	0.150468917	0.862825504	0	0.600657884	0.472986735	0.070169669	0.875240823	0.457928736	0.831714506	0.490292694	0.436913632	0.434441435	0.502084171	0.700019768	0.462318839	0.851756261	0.165927372	0.855801973	0.205988315	0.763686214	0.034662797	0.322650297	0.315254018	0.696690527	0.383046837	0.240117565	0.816590725	0.816168368	0.858565107	0.681094532	0	0.034463042	0.379412414	0.915933606	0.787214986	0.539339546	0.079912674	0.120859536	0.11590929	0.576184427	0.738829428	0.461009788	0.077708719	0.435582413	0.45678051	0.474249797	0.253570738	0.673886073	0.849676324	0.384190238	0.71735408	0.482623903	0.138334133	0.377921131	0.869872648	0.556766928	0.36934827	0.398502914	0.348911669	0.848615763	0.03744814	0.565145473	0.097116457	0	0.47294641	0.004941018	0.62844351	0	0.854953793	0.185449932	0.255259286	0.662567896	0.049931558	0.820623369	0.370712401	0.871488656	0.856475557	0.447590196	0.018606276	0.133128334	0.158164696	0.301179085	0.328329448	0.550906119	0.422338117	0.83377574	0.314562816	0	0.028910983
G80	0.89328427	0.770763209	0.498926596	0.857090721	0.463413452	0.5514378	0.401738112	0.372593618	0.461184118	0	0	0.115618181	0.758692036	0.020941315	0.556386471	0.507744078	0.167861092	0.797790911	0.398537796	0.826761182	0.512409973	0.397729439	0.369900317	0.39322477	0.812630071	0.432557848	0.743218757	0.126115842	0.82324183	0.08151325	0.827553576	0.012308047	0.547106827	0.313555163	0.747974652	0.378637603	0.276382157	0.893843637	0.783023031	0.859350634	0.6389428	0.033643953	0.132808676	0.434533884	0.843513585	0.825844148	0.455456455	0	0.069835941	0.057172857	0.653914543	0.592244243	0.436962249	0.124758258	0.393737383	0.459248044	0.41756057	0.316647813	0.696272302	0.815066575	0.442407646	0.656096853	0.441551332	0.121868862	0.432311777	0.796667791	0.537271472	0.42161831	0.278415871	0.38453419	0.864607341	0.398043291	0.554350696	0.215650254	0	0.403950961	0.556282248	0.799673079	0.830901656	0.002042976	0.674499284	0.79401743	0.617863268	0.028970077	0.848240878	0.325075822	0.831222726	0.787431512	0.026834153	0.03132961	0.809843681	0.531720109	0.040345348	0.256837949	0.665096026	0.484163784	0.78591044	0.810835719	0	0.006689773
G81	0.892353913	0.88063798	0.480530137	0.912664415	0.47122826	0.465167483	0.398407051	0.412079831	0.456022347	0.013077979	0.011038855	0.114077455	0.83940513	0.064980307	0.622723201	0.46217892	0.175945572	0.802058123	0.465839816	0.839495704	0.516895716	0.461615145	0.438072019	0.417905727	0.751743248	0.454244986	0.875137794	0.265962868	0.888815528	0.10333719	0.770355561	0.039042473	0.598724621	0.293326369	0.613151939	0.360820702	0.276721976	0.836469404	0.780049676	0.762392682	0.565662617	0.036487002	0.141392052	0.383557591	0.835210133	0.852148153	0.498352774	0.0188515	0.048489899	0.033682968	0.552205091	0.687846311	0.475406348	0.077639135	0.366200432	0.431435949	0.350172401	0.246398841	0.720678694	0.864606463	0.329037342	0.67426636	0.443054575	0.172319351	0.403196299	0.846652244	0.536527511	0.432931893	0.299176981	0.478905856	0.872317859	0.081532923	0.570921746	0.16777378	0.086338126	0.412509976	0.067024233	0.625447716	0.858354332	0.782873455	0	0.332173484	0.643219734	0.098440121	0.780744808	0.376670013	0.897346184	0.862456911	0.459230632	0.092268341	0.141822034	0.17239181	0.36543025	0.31766926	0.687687333	0.529614107	0.792474557	0.182943748	0.002449248	0.03140425
G82	0.906113156	0.843990608	0.596587203	0.830059202	0.479258254	0.402778125	0.382293539	0.407321343	0.379057095	0.021102598	0.04428724	0.112619251	0.77010394	0.021051168	0.55771895	0.453624764	0.056989531	0.902716392	0.422826309	0.880156333	0.435810906	0.39801091	0.416384266	0.396652485	0.811987561	0.417234419	0.853202655	0.165909879	0.842821003	0.104781063	0.759081637	0.060337877	0.525129829	0.203095996	0.660306045	0.371001569	0.293679036	0.813300216	0.7853183	0.878595453	0.6406469	0.076561584	0.121554672	0.424704306	0.864050547	0.852561501	0.476247139	0.055104964	0.013468617	0	0.537302174	0.598397448	0.533624157	0.103373022	0.464486366	0.465017493	0.376447857	0.265071652	0.747584117	0.973161274	0.327359487	0.582173235	0.455695741	0.142942954	0.394018565	0.832800828	0.554845228	0.45774644	0.397893394	0.440607627	0.870253966	0.060983878	0.607582893	0.166559574	0.033986791	0.41358839	0.078743947	0.58944013	0.791299565	0.863726777	0.291792755	0.051347009	0.664185999	0.089130944	0.857912717	0.337158898	0.882561363	0.738663146	0.37340077	0	0.057283182	0.04734837	0.337657255	0.271318742	0.593666459	0.414517259	0.865989528	0.141547513	0.008064562	0.067924475
G83	0.91008004	0.770899136	0.4916881	0.891158684	0.39935243	0.479016813	0.414087695	0.372973983	0.503831258	0.035781399	0	0.070477598	0.833007198	0.047866992	0.569579545	0.399028128	0.07651883	0.90180944	0.466245398	0.854373467	0.472689742	0.42247424	0.462722983	0.381100236	0.75500977	0.49004575	0.783142827	0.209290018	0.84126962	0.103744474	0.837313734	0	0.476022884	0.279867513	0.651321938	0.375553378	0.294056653	0.850507306	0.755770435	0.927047722	0.73505479	0.084348986	0.088784308	0.400424038	0.802725118	0.848591697	0.460497087	0	0.110069271	0.157607223	0.513178961	0.698119101	0.494889181	0.096648001	0.514634131	0.394845697	0.405110647	0.382462447	0.702360487	0.798017522	0.347449509	0.59379715	0.367144063	0.135409445	0.500881645	0.828915504	0.515982003	0.416929171	0.375434445	0.381612224	0.867067047	0.037271384	0.401536291	0.088721072	0.091384892	0.700643045	0	0.604205506	0.767283253	0.90448891	0.276674052	0.323040999	0	4.39E-04	0.894398077	0.349066003	0.880926125	0.84301421	0.413624064	0.001246612	0	0.152364894	0.329064654	0.264670378	0.643020598	0.45740092	0.812359787	0.242140347	0.001091205	0.037145618
G84	0.922501418	0.913763512	0.530481966	0.8623285	0.361058026	0.430099488	0.490981158	0.388740406	0.400544323	0.029865777	0	0.063648802	0.830638678	0.009405395	0.636741693	0.488484838	0.141534883	0.882588835	0.50619403	0.914648198	0.550250817	0.483498736	0.469301093	0.397515541	0.708980487	0.4681202	0.835756505	0.201775741	0.76213074	0.062983644	0.823829646	0	0.53176785	0.343450981	0.653987596	0.409033606	0.295760895	0.948144953	0.794657858	0.785750569	0.559392925	0.066841061	0.140389566	0.43750708	0.832847327	0.89098989	0.482846221	0.070943884	0.001705056	0.055184021	0.560356008	0.762277846	0.492318102	0.068514003	0.423810532	0.4123074	0.358544472	0.282717698	0.752314453	0.791756258	0.257233822	0.654666579	0.431427074	0.119998524	0.417012705	0.82075685	0.481784056	0.514243958	0.28740486	0.411404566	0.766128131	0.048494186	0.562113557	0.114059759	0	0.374834169	0	0.464812752	0.814766038	0.815674947	0.22290682	0.268036529	0.592550235	0.072350922	0.824376356	0.004163793	0.782135743	0.879675484	0.378328545	0.004331909	0.076051355	0.14264785	0.276882038	0.303669414	0.805368512	0.515337378	0.839218811	0.196930711	0.02097728	0.008700681
G85	0.820556957	0.817715289	0.51455923	0.826762758	0.478864745	0.470395626	0.436965864	0.313373478	0.458004891	0.031788503	0.01112341	0.0860397	0.889516939	0.008623582	0.612150417	0.406196213	0.074914026	0.828957424	0.344541122	0.731176388	0.4846932	0.382636204	0.426546649	0.438529475	0.746644516	0.505694029	0.781696661	0.106908365	0.854634545	0.111729425	0.773535757	0	0.590011101	0.328682598	0.647702304	0.331188247	0.339336992	0.912338318	0.790510242	0.836980931	0.741388059	0.077127975	0.147298684	0.36943596	0.784616275	0.84405125	0.508601183	0.063444961	0.061435729	0.073527949	0.565311254	0.727083374	0.45823503	0.066788246	0.433110107	0.409671526	0.473289212	0.266201638	0.749278677	0.895124136	0.260518098	0.655004015	0.421993726	0.213021922	0.356824652	0.87468471	0.540835716	0.402495843	0.312829329	0.402176094	0.891092594	0.027132893	0.57768181	0.224228817	0.109505587	0.41194615	0	0.670839177	0.826371298	0.866078789	0.199597174	0.300221894	0.612628368	0	0.116728264	0.325252068	0.772574867	0.817879129	0.452890886	0.022159916	0.123947124	0.043644182	0.331037976	0.317323195	0.713787632	0.433396702	0.853360011	0.220895468	0	0
G86	0.925981383	0.761382196	0.574088269	0.820818094	0.424243888	0.448159946	0.444538229	0.362409639	0.438635701	0.061290389	0	0.085601282	0.880189758	0.035412133	0.562065339	0.495121414	0.11243351	0.879128089	0.40758351	0.774952293	0.560359554	0.306787937	0.461246519	0.448876847	0.707872726	0.495423204	0.852279836	0.198875043	0.828908599	0.122969332	0.738331751	0.060746477	0.476913904	0.305117727	0.711363093	0.401771833	0.30374219	0.797738847	0.869756435	0.789968115	0.62774575	0.014921097	0.096201397	0.456211241	0.856522842	0.847515299	0.486718198	0.011852227	0.012385517	0.065619542	0.531543699	0.693485826	0.422636117	0.030228272	0.404866684	0.44194809	0.42033058	0.276656327	0.756416388	0.908664517	0.36420491	0.575348504	0.443145634	0.175228975	0.412356546	0.784549257	0.57191329	0.45647349	0.342970866	0.332458048	0.806371454	0.060101552	0.608786745	0.189201913	0.051559372	0.438079118	0.028736479	0.62641506	0.786475764	0.831142119	0.226793132	0.350843075	0.681755242	0.05427371	0.794597552	0.065311591	0.83015743	0.768005094	0.391795786	0	0.050254447	0.079246288	0.326230718	0.307493252	0.607959506	0.502326813	0.794896297	0.420836093	0.074723197	0
G87	0.824261694	0.783720165	0.574637951	0.797062307	0.380791429	0.464408437	0.440606372	0.382661376	0.406135752	0.05535674	0.019361614	0.051974213	0.948505391	0.024787851	0.585521757	0.416261439	0.049611242	0.770740647	0.459946268	0.819935381	0.496279362	0.419381968	0.455391146	0.489602957	0.792454365	0.426674782	0.88482522	0.191424481	0.835632922	0.193055883	0.738212085	0	0.666393598	0.226016587	0.665664656	0.36496491	0.284378392	0.90522772	0.874897078	0.870869717	0.721954503	0.021426603	0.063987137	0.392188583	0.752942524	0.873180463	0.401770183	0	0.100389255	0.051041153	0.532265841	0.650488466	0.568464912	0.080808289	0.384303479	0.456348373	0.38026012	0.269545316	0.790536565	0.901004981	0.281080098	0.642620092	0.375663208	0.217665195	0.399739713	0.7945433	0.468123964	0.406774994	0.387873598	0.412720087	0.868075238	0.082127466	0.576316439	0.156591591	0	0.395997586	0.122624293	0.441182879	0.829807918	0.935992927	0.255173983	0.262922139	0.597047206	0.831523572	0.834909205	0.48984446	0.02122719	0.897035491	0.447637652	0.026909896	0.155641411	0.098869303	0.312780394	0.327276086	0.032186903	0.199393211	0.809617536	0.196579749	0.27047936	0.025159966
